vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6004,25323,5001,50,1,,25323,1103,2,0.5512,0.7121,172.425088,-122.58599166666669,45.65260833333333,2,2,07:02:03,,07:02:03
6004,25625,5001,50,1,,25609,1101,2,2.1767,2.4103,55.383309,-122.61211666666668,45.642475,2,2,07:07:05,,07:06:49
6004,26052,5001,50,1,26160.0,26037,1109,5,4.1663,4.4372,22.187416,-122.65155166666666,45.637035,2,4,07:14:12,07:16:00,07:13:57
6004,26304,5001,50,1,26160.0,26286,1113,6,5.2711,5.5675,49.925665,-122.672495,45.634865,2,2,07:18:24,07:16:00,07:18:06
6004,26529,5001,50,1,26640.0,26529,1017,1,5.8689,6.2125,5.043462,-122.67199833333332,45.62665,2,6,07:22:09,07:24:00,07:22:09
6004,25193,5001,50,1,25200.0,25193,1095,2,0.0,0.0,51.682193,-122.58409666666668,45.65632333333333,2,5,06:59:53,07:00:00,06:59:53
6004,25827,5001,50,1,25200.0,25812,1106,4,3.2672,3.5157,118.841574,-122.63367833333334,45.63758333333333,2,2,07:10:27,07:00:00,07:10:12
6004,25454,5001,50,1,25200.0,25439,1098,3,1.2645,1.4869,55.803684,-122.59411833333333,45.64658166666667,2,2,07:04:14,07:00:00,07:03:59
6004,25566,5001,50,1,25620.0,25551,1100,2,1.8536,2.0785,67.340929,-122.605705,45.64409166666667,2,4,07:06:06,07:07:00,07:05:51
6004,25733,5001,50,1,25620.0,25717,1105,3,2.6321,2.8776,77.156167,-122.62125,45.64009333333333,2,2,07:08:53,07:07:00,07:08:37
6004,26103,5001,50,1,25620.0,26089,1111,5,4.3794,4.6535,82.512444,-122.655315,45.635061666666665,2,2,07:15:03,07:07:00,07:14:49
6004,26176,5001,50,1,25620.0,26162,1112,5,4.7032,4.9902,25.938107,-122.66070833333332,45.633965,2,2,07:16:16,07:07:00,07:16:02
6004,25524,5001,50,1,25560.0,25509,1099,2,1.6895,1.9113,104.923266,-122.60248666666666,45.64459333333333,2,4,07:05:24,07:06:00,07:05:09
6004,25902,5001,50,1,25980.0,25887,1107,4,3.6978,3.9594,91.90319,-122.642665,45.638178333333336,2,4,07:11:42,07:13:00,07:11:27
6004,25377,5001,50,1,25980.0,25364,1131,3,0.732,0.9476,6.368741,-122.58435666666666,45.65061,2,2,07:02:57,07:13:00,07:02:44
6004,25688,5001,50,1,25980.0,25674,1104,2,2.4376,2.6825,57.755004,-122.61741166666668,45.641125,2,2,07:08:08,07:13:00,07:07:54
