vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
4003,27586,7102,71,0,,27586,260,3,3.1559,3.1174,139.873836,-122.662865,45.67378333333333,2,2,07:39:46,,07:39:46
4003,27607,7102,71,0,27720.0,27607,757,3,3.3635,3.3274,91.88163,-122.66232,45.67667,2,4,07:40:07,07:42:00,07:40:07
4003,27831,7102,71,0,27720.0,27831,538,1,4.1986,4.1936,12.273975,-122.65892,45.68868166666667,2,2,07:43:51,07:42:00,07:43:51
4003,27782,7102,71,0,27720.0,27765,541,1,3.8693,3.9059,120.421116,-122.66082666666668,45.68439833333333,2,2,07:43:02,07:42:00,07:42:45
4003,27860,7102,71,0,27720.0,27851,537,0,4.331,4.3428,16.501634,-122.65779833333332,45.690645,2,2,07:44:20,07:42:00,07:44:11
4003,27430,7102,71,0,27720.0,27430,705,3,1.5777,1.554,59.097885,-122.66732666666668,45.65081,2,2,07:37:10,07:42:00,07:37:10
4003,27113,7102,71,0,27720.0,27043,910,3,0.1852,0.1771,20.932251,-122.67045166666666,45.63127166666666,2,2,07:31:53,07:42:00,07:30:43
4003,27159,7102,71,0,27720.0,27147,1090,4,0.3418,0.3324,8.680292,-122.67041,45.633568333333336,2,2,07:32:39,07:42:00,07:32:27
4003,27004,7102,71,0,27000.0,27004,908,2,0.0,0.0,25.457713,-122.67052166666667,45.62855,2,5,07:30:04,07:30:00,07:30:04
4003,27551,7102,71,0,27000.0,27551,264,3,2.8111,2.7614,166.115629,-122.66380833333334,45.66874333333333,2,2,07:39:11,07:30:00,07:39:11
4003,27564,7102,71,0,27000.0,27564,930,3,2.9304,2.9018,86.089722,-122.66356,45.67009333333333,2,2,07:39:24,07:30:00,07:39:24
4003,28036,7102,71,0,28320.0,28036,877,0,5.1822,5.2344,78.238755,-122.66388666666668,45.690495,2,6,07:47:16,07:52:00,07:47:16
4003,27343,7102,71,0,27360.0,27328,274,4,1.216,1.2154,0.501873,-122.66851666666666,45.64615,2,4,07:35:43,07:36:00,07:35:28
4003,27797,7102,71,0,27360.0,27797,540,1,4.0234,4.0308,143.161194,-122.66027166666667,45.686085,2,2,07:43:17,07:36:00,07:43:17
4003,27213,7102,71,0,27360.0,27213,109,4,0.6338,0.6052,86.427528,-122.67037,45.6373,2,2,07:33:33,07:36:00,07:33:33
4003,27224,7102,71,0,27360.0,27224,110,4,0.7171,0.6947,46.81024,-122.67033666666669,45.63895166666666,2,2,07:33:44,07:36:00,07:33:44
4003,27503,7102,71,0,27360.0,27503,266,3,2.4004,2.3488,41.1889,-122.66496166666668,45.66248,2,2,07:38:23,07:36:00,07:38:23
4003,27734,7102,71,0,27360.0,27734,760,3,3.6338,3.5878,20.178063,-122.66168666666668,45.68010666666667,2,2,07:42:14,07:36:00,07:42:14
4003,27280,7102,71,0,27360.0,27272,106,3,0.8761,0.8662,31.441069,-122.670205,45.64138166666667,2,2,07:34:40,07:36:00,07:34:32
4003,27300,7102,71,0,27360.0,27300,276,3,1.0128,0.993,20.467348,-122.66988666666668,45.64311666666666,2,2,07:35:00,07:36:00,07:35:00
