vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
2288,65405,2501,25,1,,65405,305,3,3.2212,3.2964,35.476991,-122.62568333333331,45.68434666666667,2,2,18:10:05,,18:10:05
2288,65422,2501,25,1,,65422,302,3,3.3846,3.4617,72.696859,-122.62568,45.68224666666666,2,2,18:10:22,,18:10:22
2288,64836,2501,25,1,64800.0,64836,877,3,0.0,0.0,42.265551,-122.66402333333332,45.690306666666665,2,5,18:00:36,18:00:00,18:00:36
2288,65099,2501,25,1,64800.0,65099,1054,3,0.6562,0.6761,167.120107,-122.65496333333331,45.693016666666665,2,2,18:04:59,18:00:00,18:04:59
2288,65145,2501,25,1,64800.0,65145,563,3,1.1259,1.1458,141.085867,-122.645375,45.693106666666665,2,2,18:05:45,18:00:00,18:05:45
2288,65688,2501,25,1,64800.0,65688,292,3,4.4851,4.5789,83.430051,-122.636645,45.669845,2,2,18:14:48,18:00:00,18:14:48
2288,66228,2501,25,1,64800.0,66228,657,4,6.7493,6.8761,85.874479,-122.64789166666668,45.63869666666667,2,2,18:23:48,18:00:00,18:23:48
2288,66844,2501,25,1,64800.0,66844,710,3,8.7775,8.9415,162.879848,-122.681435,45.63100666666666,2,2,18:34:04,18:00:00,18:34:04
2288,65310,2501,25,1,64800.0,65310,1055,3,2.5234,2.5514,147.355252,-122.61706166666669,45.69209833333333,2,2,18:08:30,18:00:00,18:08:30
2288,65362,2501,25,1,64800.0,65362,306,3,3.0317,3.0994,8.657852,-122.62428166666666,45.687015,2,2,18:09:22,18:00:00,18:09:22
2288,65581,2501,25,1,65580.0,65527,299,3,3.622,3.7338,15.256698,-122.62579166666669,45.67811,2,4,18:13:01,18:13:00,18:12:07
2288,65743,2501,25,1,65580.0,65743,285,3,4.7361,4.81,102.932298,-122.63817666666668,45.66633,2,2,18:15:43,18:13:00,18:15:43
2288,65756,2501,25,1,65580.0,65756,286,3,4.8405,4.93,107.796795,-122.63826166666666,45.66457833333333,2,2,18:15:56,18:13:00,18:15:56
2288,65924,2501,25,1,65580.0,65924,291,6,5.6557,5.7669,100.249173,-122.637625,45.65310333333333,2,2,18:18:44,18:13:00,18:18:44
2288,66013,2501,25,1,65580.0,65957,766,7,5.8657,6.0049,4.526073,-122.639925,45.64975666666667,2,2,18:20:13,18:13:00,18:19:17
2288,66348,2501,25,1,65580.0,66348,660,4,7.4403,7.5776,25.933984,-122.658815,45.632805,2,2,18:25:48,18:13:00,18:25:48
2288,66414,2501,25,1,65580.0,66414,340,4,7.7019,7.8311,180.308128,-122.66271,45.62960833333333,2,2,18:26:54,18:13:00,18:26:54
2288,66448,2501,25,1,65580.0,66448,342,4,7.8461,7.9865,36.244857,-122.66437,45.628685,2,2,18:27:28,18:13:00,18:27:28
2288,66760,2501,25,1,65580.0,66760,1049,3,8.5028,8.652,18.450175,-122.67798666666668,45.62884666666667,2,2,18:32:40,18:13:00,18:32:40
2288,65185,2501,25,1,65580.0,65185,1134,3,1.5224,1.5398,177.429868,-122.63710833333332,45.69314833333333,2,2,18:06:25,18:13:00,18:06:25
