vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
2267,58633,8003,80,0,,58586,1083,5,2.7166,2.7924,23.612828,-122.53242666666668,45.61714333333333,2,2,16:17:13,,16:16:26
2267,59954,8003,80,0,60300.0,59954,1095,0,9.4784,9.6791,147.284278,-122.58461333333334,45.65611333333333,2,6,16:39:14,16:45:00,16:39:14
2267,58300,8003,80,0,60300.0,58300,884,0,0.919,0.9376,19.041968,-122.50846833333334,45.60354,2,2,16:11:40,16:45:00,16:11:40
2267,58429,8003,80,0,60300.0,58429,1080,0,1.7311,1.7349,176.673858,-122.52268166666668,45.607996666666665,2,2,16:13:49,16:45:00,16:13:49
2267,58708,8003,80,0,58620.0,58708,747,5,2.9236,2.9782,74.768653,-122.53257666666669,45.61958,2,4,16:18:28,16:17:00,16:18:28
2267,58722,8003,80,0,58620.0,58722,890,5,3.0497,3.0982,31.334499,-122.53411,45.621265,2,2,16:18:42,16:17:00,16:18:42
2267,59172,8003,80,0,58620.0,59172,312,6,5.6284,5.7054,76.023695,-122.55178333333332,45.642855,2,2,16:26:12,16:17:00,16:26:12
2267,59331,8003,80,0,58620.0,59324,770,5,6.4517,6.5785,40.758184,-122.55804333333332,45.65093333333333,2,2,16:28:51,16:17:00,16:28:44
2267,58154,8003,80,0,58020.0,58154,492,0,0.0,0.0,60.366336,-122.50488333333334,45.59410833333333,2,5,16:09:14,16:07:00,16:09:14
2267,58287,8003,80,0,58020.0,58287,885,0,0.8159,0.8146,24.599242,-122.50914666666668,45.60187666666667,2,2,16:11:27,16:07:00,16:11:27
2267,59047,8003,80,0,58020.0,59047,324,6,4.6789,4.738,79.76627,-122.53184833333331,45.64298166666666,2,2,16:24:07,16:07:00,16:24:07
2267,59248,8003,80,0,58020.0,59248,313,6,5.8937,5.9596,218.596223,-122.557615,45.64284333333333,2,2,16:27:28,16:07:00,16:27:28
2267,58960,8003,80,0,58020.0,58960,898,6,4.4049,4.431,271.674581,-122.53063,45.639831666666666,2,2,16:22:40,16:07:00,16:22:40
2267,59543,8003,80,0,59580.0,59543,1202,8,7.3291,7.4279,191.018272,-122.56427166666668,45.65792166666667,2,4,16:32:23,16:33:00,16:32:23
