vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
4010,32766,7401,74,0,,32766,359,0,1.7162,1.7653,12.402767,-122.55584166666668,45.66640833333334,2,2,09:06:06,,09:06:06
4010,32731,7401,74,0,,32731,358,0,1.4652,1.5081,22.891165,-122.56067333333333,45.66515833333333,2,2,09:05:31,,09:05:31
4010,33016,7401,74,0,32880.0,33016,360,0,2.117,2.1431,158.647233,-122.54787666666668,45.66840166666667,2,4,09:10:16,09:08:00,09:10:16
4010,33045,7401,74,0,32880.0,33045,363,0,2.3637,2.4072,88.528559,-122.543005,45.66962333333333,2,2,09:10:45,09:08:00,09:10:45
4010,33144,7401,74,0,32880.0,33144,731,0,3.1454,3.2131,49.341472,-122.52721166666667,45.67246,2,2,09:12:24,09:08:00,09:12:24
4010,32748,7401,74,0,32880.0,32748,729,0,1.5864,1.6354,87.075384,-122.55801,45.66587833333333,2,2,09:05:48,09:08:00,09:05:48
4010,33030,7401,74,0,32880.0,33030,362,0,2.2226,2.2692,74.567127,-122.54572333333331,45.66894666666666,2,2,09:10:30,09:08:00,09:10:30
4010,32430,7401,74,0,32400.0,32430,1095,0,0.0,0.0,125.338419,-122.58448666666666,45.65633833333333,2,5,09:00:30,09:00:00,09:00:30
4010,32527,7401,74,0,32400.0,32527,111,0,0.4971,0.5288,19.411062,-122.576915,45.65813333333333,2,2,09:02:07,09:00:00,09:02:07
4010,33103,7401,74,0,32400.0,33103,721,0,2.8074,2.8527,199.926625,-122.53391333333332,45.67187,2,2,09:11:43,09:00:00,09:11:43
4010,33353,7401,74,0,32400.0,33331,1085,1,4.1949,4.2943,27.625631,-122.50580333333332,45.67278666666667,2,2,09:15:53,09:00:00,09:15:31
4010,32637,7401,74,0,32400.0,32637,354,0,1.18,1.2266,114.240904,-122.56538833333332,45.663246666666666,2,2,09:03:57,09:00:00,09:03:57
4010,33122,7401,74,0,32400.0,33122,730,0,2.9559,3.0261,77.162358,-122.53154,45.67241166666667,2,2,09:12:02,09:00:00,09:12:02
4010,33434,7401,74,0,32400.0,33434,1137,2,4.6963,4.7721,50.945118,-122.50574666666668,45.67979666666667,2,2,09:17:14,09:00:00,09:17:14
4010,32623,7401,74,0,32400.0,32623,352,0,1.0675,1.0942,196.618931,-122.5674,45.66229166666667,2,2,09:03:43,09:00:00,09:03:43
4010,32654,7401,74,0,32400.0,32654,356,0,1.3043,1.3521,39.88649,-122.56341,45.66404,2,2,09:04:14,09:00:00,09:04:14
4010,33403,7401,74,0,32400.0,33385,1086,2,4.4155,4.5223,45.810688,-122.505775,45.67614,2,2,09:16:43,09:00:00,09:16:25
4010,33501,7401,74,0,33360.0,33501,1135,2,5.176,5.2264,289.471888,-122.50795666666669,45.68401833333333,2,6,09:18:21,09:16:00,09:18:21
4010,33052,7401,74,0,33360.0,33052,364,0,2.4352,2.4873,88.629232,-122.54207666666667,45.669853333333336,2,2,09:10:52,09:16:00,09:10:52
