vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6010,56623,5001,50,0,56580.0,56623,1017,1,0.0,0.0,7.147211,-122.67202333333331,45.62665166666667,2,5,15:43:43,15:43:00,15:43:43
6010,57858,5001,50,0,57840.0,57820,1128,9,4.2744,4.3794,62.120533,-122.59924833333334,45.64492833333333,2,4,16:04:18,16:04:00,16:03:40
6010,57768,5001,50,0,57720.0,57752,1127,8,4.0339,4.1346,62.264871,-122.60417333333334,45.64415,2,4,16:02:48,16:02:00,16:02:32
6010,57209,5001,50,0,57720.0,57198,1121,8,1.9505,2.0282,12.766246,-122.645995,45.63830333333333,2,2,15:53:29,16:02:00,15:53:18
6010,57610,5001,50,0,57720.0,57595,1125,9,3.4443,3.5424,11.159916,-122.61593333333332,45.64131833333333,2,2,16:00:10,16:02:00,15:59:55
6010,57136,5001,50,0,57180.0,57120,1119,8,1.7032,1.7597,134.605524,-122.65029166666666,45.63729166666667,2,4,15:52:16,15:53:00,15:52:00
6010,57261,5001,50,0,57300.0,57251,1122,8,2.1779,2.2506,37.451095,-122.64125833333334,45.637905,2,4,15:54:21,15:55:00,15:54:11
6010,58525,5001,50,0,58260.0,58525,1095,0,5.9459,6.0031,87.8789,-122.58437,45.65627166666667,2,6,16:15:25,16:11:00,16:15:25
6010,57087,5001,50,0,58260.0,57072,1118,9,1.49,1.5466,99.247806,-122.6541,45.63561666666666,2,2,15:51:27,16:11:00,15:51:12
6010,58129,5001,50,0,58260.0,58114,1130,8,5.0431,5.1561,52.327228,-122.58513833333332,45.65011333333333,2,2,16:08:49,16:11:00,16:08:34
6010,56843,5001,50,0,58260.0,56830,1116,9,0.5157,0.5381,93.78187,-122.670435,45.63297666666666,2,2,15:47:23,16:11:00,15:47:10
6010,56995,5001,50,0,58260.0,56974,1117,9,1.1576,1.2142,58.244586,-122.659725,45.633585,2,2,15:49:55,16:11:00,15:49:34
6010,57353,5001,50,0,58260.0,57318,1123,8,2.5911,2.6756,47.597674,-122.632485,45.63738833333333,2,2,15:55:53,16:11:00,15:55:18
6010,57668,5001,50,0,58260.0,57651,1126,10,3.6748,3.7686,58.51152,-122.61133333333332,45.64250166666667,2,2,16:01:08,16:11:00,16:00:51
6010,58055,5001,50,0,58260.0,57940,1129,7,4.6168,4.7293,18.696772,-122.59289166666667,45.646915,2,2,16:07:35,16:11:00,16:05:40
6010,58226,5001,50,0,58260.0,58187,1102,8,5.3363,5.4538,36.249852,-122.58647333333332,45.65312,2,2,16:10:26,16:11:00,16:09:47
