vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6001,65086,5003,50,1,,65073,1103,2,0.5195,0.7121,15.445688,-122.58645166666666,45.65289333333333,2,2,18:04:46,,18:04:33
6001,65549,5003,50,1,,65531,1101,12,2.1829,2.4103,73.126338,-122.61217166666668,45.64243666666667,2,2,18:12:29,,18:12:11
6001,66044,5003,50,1,,66023,1108,9,4.0078,4.2719,17.285969,-122.64848,45.638115,2,2,18:20:44,,18:20:23
6001,66476,5003,50,1,,66454,1114,3,5.5874,5.8813,84.094958,-122.67276,45.63029333333333,2,2,18:27:56,,18:27:34
6001,64878,5003,50,1,64800.0,64878,1095,2,0.0,0.0,43.966271,-122.58398333333334,45.656295,2,5,18:01:18,18:00:00,18:01:18
6001,65288,5003,50,1,64800.0,65261,1098,9,1.2719,1.4869,78.923202,-122.59419,45.64654333333333,2,2,18:08:08,18:00:00,18:07:41
6001,65385,5003,50,1,65220.0,65358,1099,12,1.6963,1.9113,71.029882,-122.602355,45.64460166666667,2,4,18:09:45,18:07:00,18:09:18
6001,66161,5003,50,1,65220.0,66144,1111,6,4.3856,4.6535,64.241098,-122.65525833333334,45.63509166666667,2,2,18:22:41,18:07:00,18:22:24
6001,65467,5003,50,1,65280.0,65435,1100,14,1.8604,2.0785,136.011189,-122.60595333333332,45.64402333333334,2,4,18:11:07,18:08:00,18:10:35
6001,66236,5003,50,1,65280.0,66221,1112,5,4.7094,4.9902,42.131922,-122.66077166666666,45.63398,2,2,18:23:56,18:08:00,18:23:41
6001,65189,5003,50,1,65280.0,65173,1131,2,0.7394,0.9476,44.56013,-122.5845,45.650531666666666,2,2,18:06:29,18:08:00,18:06:13
6001,66105,5003,50,1,65880.0,66078,1109,7,4.1725,4.4372,75.285833,-122.65172166666666,45.63693333333333,2,4,18:21:45,18:18:00,18:21:18
6001,66389,5003,50,1,65880.0,66364,1113,4,5.2767,5.5675,105.571505,-122.67268833333333,45.634771666666666,2,2,18:26:29,18:18:00,18:26:04
6001,65673,5003,50,1,65880.0,65638,1104,15,2.4445,2.6825,19.511226,-122.61721333333334,45.64116833333333,2,2,18:14:33,18:18:00,18:13:58
6001,65835,5003,50,1,65880.0,65813,1106,17,3.2721,3.5157,107.352756,-122.63363833333334,45.63755166666667,2,2,18:17:15,18:18:00,18:16:53
6001,65722,5003,50,1,65880.0,65707,1105,15,2.6383,2.8776,28.628529,-122.62106666666666,45.64012833333334,2,2,18:15:22,18:18:00,18:15:07
