vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
2901,41212,601,6,0,,41212,819,2,0.2802,0.2827,83.749019,-122.653655,45.639001666666665,2,2,11:26:52,,11:26:52
2901,41342,601,6,0,,41327,1038,1,0.9463,0.9979,25.642975,-122.641915,45.63617166666667,2,2,11:29:02,,11:28:47
2901,41498,601,6,0,,41498,610,1,1.4024,1.4242,18.956706,-122.64073166666668,45.63015166666667,2,2,11:31:38,,11:31:38
2901,41795,601,6,0,41820.0,41795,1025,0,2.5408,2.6091,61.978932,-122.638905,45.6193,2,6,11:36:35,11:37:00,11:36:35
2901,41259,601,6,0,41820.0,41259,123,2,0.6139,0.6145,9.149429,-122.647135,45.63839333333333,2,2,11:27:39,11:37:00,11:27:39
2901,41280,601,6,0,41820.0,41280,122,2,0.7575,0.7637,23.941696,-122.64419833333334,45.63816166666667,2,2,11:28:00,11:37:00,11:28:00
2901,41472,601,6,0,41460.0,41383,1023,1,1.2024,1.2533,55.505623,-122.64084166666666,45.63252,2,4,11:31:12,11:31:00,11:29:43
2901,41116,601,6,0,41100.0,41116,880,2,0.0,0.0,78.975591,-122.65564666666668,45.63807,2,5,11:25:16,11:25:00,11:25:16
2901,41595,601,6,0,41100.0,41595,611,1,1.6205,1.6286,54.414933,-122.64067666666666,45.627095,2,2,11:33:15,11:25:00,11:33:15
2901,41619,601,6,0,41100.0,41619,612,1,1.7697,1.7827,87.204896,-122.640675,45.62478166666666,2,2,11:33:39,11:25:00,11:33:39
2901,41710,601,6,0,41100.0,41692,699,0,2.158,2.222,4.361526,-122.643515,45.62034166666667,2,2,11:35:10,11:25:00,11:34:52
