vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
2284,34492,9201,92,1,,34492,434,4,0.2964,0.274,34.724924,-122.326985,45.57363333333333,2,2,09:34:52,,09:34:52
2284,34662,9201,92,1,,34662,439,3,1.2017,1.1974,131.670642,-122.34239,45.57797833333333,2,2,09:37:42,,09:37:42
2284,34857,9201,92,1,,34857,443,5,1.8498,1.843,224.919209,-122.35497833333334,45.579256666666666,2,2,09:40:57,,09:40:57
2284,34915,9201,92,1,,34915,634,5,2.1847,2.1835,148.831668,-122.35643333333331,45.58125166666667,2,2,09:41:55,,09:41:55
2284,34975,9201,92,1,,34975,637,5,2.675,2.7092,40.880264,-122.36650833333331,45.582366666666665,2,2,09:42:55,,09:42:55
2284,35085,9201,92,1,,35085,640,6,3.269,3.3026,19.910024,-122.374635,45.58848666666667,2,2,09:44:45,,09:44:45
2284,35207,9201,92,1,,35196,642,4,4.0899,4.1812,45.272321,-122.39292,45.58891166666667,2,2,09:46:47,,09:46:36
2284,34433,9201,92,1,34500.0,34433,683,4,0.0,0.0,29.30261,-122.32153666666666,45.573193333333336,2,5,09:33:53,09:35:00,09:33:53
2284,34722,9201,92,1,34500.0,34701,441,4,1.3937,1.4248,35.472151,-122.34664833333332,45.57846666666666,2,2,09:38:42,09:35:00,09:38:21
2284,35059,9201,92,1,34500.0,35059,639,6,3.0329,3.0839,4.657865,-122.37128,45.58649833333333,2,2,09:44:19,09:35:00,09:44:19
2284,35246,9201,92,1,34500.0,35246,811,4,4.3906,4.4422,173.361705,-122.39847166666668,45.587896666666666,2,2,09:47:26,09:35:00,09:47:26
2284,35332,9201,92,1,35400.0,35286,1007,4,4.5503,4.646,65.342797,-122.40152833333332,45.586331666666666,2,4,09:48:52,09:50:00,09:48:06
2284,35557,9201,92,1,35400.0,35557,504,3,5.949,6.0105,257.736525,-122.42710666666666,45.58224333333333,2,2,09:52:37,09:50:00,09:52:37
2284,34530,9201,92,1,35400.0,34530,436,4,0.5505,0.5294,40.298933,-122.33114833333332,45.57423666666666,2,2,09:35:30,09:50:00,09:35:30
2284,34633,9201,92,1,35400.0,34616,438,3,1.019,1.0427,46.645992,-122.3389,45.57759833333333,2,2,09:37:13,09:50:00,09:36:56
2284,35882,9201,92,1,36000.0,35882,492,0,10.1451,10.175,62.992252,-122.504975,45.59441666666667,2,6,09:58:02,10:00:00,09:58:02
2284,34557,9201,92,1,36000.0,34557,437,4,0.7258,0.7009,123.883655,-122.33422666666668,45.57562833333333,2,2,09:35:57,10:00:00,09:35:57
2284,34786,9201,92,1,36000.0,34742,449,5,1.513,1.5447,59.871459,-122.34923333333332,45.57850666666667,2,2,09:39:46,10:00:00,09:39:02
2284,35225,9201,92,1,36000.0,35225,724,4,4.234,4.298,38.48506,-122.39499333333332,45.588795,2,2,09:47:05,10:00:00,09:47:05
2284,34510,9201,92,1,36000.0,34510,435,4,0.4176,0.3964,75.560937,-122.32850833333332,45.574506666666665,2,2,09:35:10,10:00:00,09:35:10
2284,34934,9201,92,1,36000.0,34934,635,5,2.3401,2.3562,114.757812,-122.35986333333334,45.581355,2,2,09:42:14,10:00:00,09:42:14
2284,35102,9201,92,1,36000.0,35102,641,6,3.4387,3.4791,127.866136,-122.37876333333334,45.58850666666667,2,2,09:45:02,10:00:00,09:45:02
2284,35158,9201,92,1,36000.0,35145,810,5,3.8158,3.8954,70.949419,-122.387105,45.588705,2,2,09:45:58,10:00:00,09:45:45
2284,35473,9201,92,1,36000.0,35454,506,3,5.2338,5.3481,41.705476,-122.41319333333334,45.58506,2,2,09:51:13,10:00:00,09:50:54
2284,35520,9201,92,1,36000.0,35520,507,3,5.6682,5.7377,28.868825,-122.42085666666668,45.5835,2,2,09:52:00,10:00:00,09:52:00
2284,34947,9201,92,1,36000.0,34947,636,5,2.4482,2.4929,53.178288,-122.36244833333332,45.581435,2,2,09:42:27,10:00:00,09:42:27
2284,35409,9201,92,1,36000.0,35393,644,2,4.9008,4.9983,87.887504,-122.40678166666666,45.58592,2,2,09:50:09,10:00:00,09:49:53
