vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6002,75161,5004,50,1,75120.0,75146,1100,3,1.8573,2.0785,130.985328,-122.60594333333331,45.64404833333333,2,4,20:52:41,20:52:00,20:52:26
6002,75736,5004,50,1,75120.0,75720,1108,4,4.0047,4.2719,69.062062,-122.64865166666668,45.63803833333333,2,2,21:02:16,20:52:00,21:02:00
6002,75638,5004,50,1,75480.0,75579,1107,4,3.7009,3.9594,37.68157,-122.64245666666666,45.63815666666667,2,4,21:00:38,20:58:00,20:59:39
6002,74925,5004,50,1,75480.0,74910,1131,2,0.7363,0.9476,29.240247,-122.58446166666668,45.650576666666666,2,2,20:48:45,20:58:00,20:48:30
6002,75297,5004,50,1,75480.0,75281,1104,3,2.442,2.6825,42.455639,-122.61735,45.64113833333333,2,2,20:54:57,20:58:00,20:54:41
6002,75931,5004,50,1,75480.0,75915,1112,4,4.7069,4.9902,75.656387,-122.660885,45.634025,2,2,21:05:31,20:58:00,21:05:15
6002,76067,5004,50,1,75480.0,76050,1113,4,5.2748,5.5675,72.775926,-122.67258333333334,45.634865,2,2,21:07:47,20:58:00,21:07:30
6002,74724,5004,50,1,74700.0,74724,1095,2,0.0,0.0,35.798825,-122.58401,45.65627833333333,2,5,20:45:24,20:45:00,20:45:24
6002,74853,5004,50,1,74700.0,74842,1103,2,0.517,0.7121,26.556295,-122.58642666666668,45.65286833333333,2,2,20:47:33,20:45:00,20:47:22
6002,75227,5004,50,1,74700.0,75212,1101,3,2.1804,2.4103,78.416743,-122.61219666666666,45.64244333333333,2,2,20:53:47,20:45:00,20:53:32
6002,75839,5004,50,1,74700.0,75823,1111,4,4.3832,4.6535,28.606984,-122.65516666666667,45.63517,2,2,21:03:59,20:45:00,21:03:43
6002,76173,5004,50,1,74700.0,76127,1114,0,5.5855,5.8813,42.188835,-122.672765,45.630408333333335,2,2,21:09:33,20:45:00,21:08:47
6002,75014,5004,50,1,74700.0,74996,1098,2,1.2682,1.4869,25.387082,-122.59401333333334,45.64662,2,2,20:50:14,20:45:00,20:49:56
6002,75116,5004,50,1,75060.0,75096,1099,3,1.6926,1.9113,118.388805,-122.60253833333331,45.64458833333333,2,4,20:51:56,20:51:00,20:51:36
6002,75356,5004,50,1,75060.0,75336,1105,2,2.6365,2.8776,60.570941,-122.62118833333334,45.64010833333333,2,2,20:55:56,20:51:00,20:55:36
6002,75476,5004,50,1,75060.0,75460,1106,1,3.2697,3.5157,116.368002,-122.63367,45.63757666666667,2,2,20:57:56,20:51:00,20:57:40
