vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6010,40131,5001,50,0,,40099,1102,10,5.3426,5.4538,39.685202,-122.5865,45.65311833333333,2,2,11:08:51,,11:08:19
6010,38841,5001,50,0,,38828,1116,3,0.5157,0.5381,112.839909,-122.67044666666666,45.633028333333336,2,2,10:47:21,,10:47:08
6010,39144,5001,50,0,39180.0,39130,1119,2,1.7063,1.7597,87.137086,-122.65044666666668,45.63722166666667,2,4,10:52:24,10:53:00,10:52:10
6010,39642,5001,50,0,39180.0,39628,1126,6,3.6804,3.7686,29.93519,-122.61144,45.64247,2,2,11:00:42,10:53:00,11:00:28
6010,38983,5001,50,0,39180.0,38959,1117,2,1.1595,1.2142,27.64416,-122.65984666666668,45.63359833333333,2,2,10:49:43,10:53:00,10:49:19
6010,39291,5001,50,0,39300.0,39278,1122,1,2.1829,2.2506,42.166775,-122.64124,45.6379,2,4,10:54:51,10:55:00,10:54:38
6010,39717,5001,50,0,39720.0,39697,1127,5,4.0402,4.1346,32.724441,-122.60428166666668,45.64411666666667,2,4,11:01:57,11:02:00,11:01:37
6010,40022,5001,50,0,39720.0,40004,1130,10,5.0493,5.1561,103.61953,-122.58495,45.65017666666667,2,2,11:07:02,11:02:00,11:06:44
6010,40528,5001,50,0,40260.0,40528,1095,0,5.9546,6.0031,88.781741,-122.58437,45.65627833333333,2,6,11:15:28,11:11:00,11:15:28
6010,39096,5001,50,0,40260.0,39080,1118,2,1.4932,1.5466,52.818001,-122.65423,45.63552666666666,2,2,10:51:36,11:11:00,10:51:20
6010,39593,5001,50,0,40260.0,39566,1125,5,3.4492,3.5424,47.203208,-122.615775,45.64136666666667,2,2,10:59:53,11:11:00,10:59:26
6010,39227,5001,50,0,40260.0,39202,1121,0,1.9548,2.0282,7.603019,-122.64594833333334,45.63829166666667,2,2,10:53:47,11:11:00,10:53:22
6010,39369,5001,50,0,40260.0,39356,1123,0,2.5961,2.6756,29.326604,-122.632555,45.63737833333333,2,2,10:56:09,11:11:00,10:55:56
6010,39496,5001,50,0,40260.0,39450,1124,3,3.2088,3.2827,81.496459,-122.62064,45.640065,2,2,10:58:16,11:11:00,10:57:30
6010,39835,5001,50,0,39840.0,39802,1128,10,4.2812,4.3794,52.058966,-122.5993,45.64493333333333,2,4,11:03:55,11:04:00,11:03:22
6010,38598,5001,50,0,38580.0,38598,1017,5,0.0,0.0,4.51694,-122.67201833333333,45.626645,2,5,10:43:18,10:43:00,10:43:18
