vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6001,66809,5003,50,0,,66789,1115,10,0.3654,0.3971,119.805957,-122.67048333333334,45.631013333333335,2,2,18:33:29,,18:33:09
6001,67056,5003,50,0,,67040,1117,9,1.157,1.2142,44.361157,-122.65978,45.633595,2,2,18:37:36,,18:37:20
6001,67507,5003,50,0,,67489,1123,10,2.593,2.6756,38.776255,-122.63251166666667,45.63736333333333,2,2,18:45:07,,18:44:49
6001,67691,5003,50,0,,67675,1125,9,3.4461,3.5424,62.31997,-122.61572166666669,45.641385,2,2,18:48:11,,18:47:55
6001,68148,5003,50,0,,68127,1129,8,4.6174,4.7293,20.333836,-122.59288,45.64692333333333,2,2,18:55:48,,18:55:27
6001,67223,5003,50,0,67080.0,67207,1119,9,1.7038,1.7597,52.712419,-122.65054833333332,45.63716,2,4,18:40:23,18:38:00,18:40:07
6001,67413,5003,50,0,67200.0,67403,1122,10,2.1798,2.2506,39.156481,-122.64125166666666,45.63790333333333,2,4,18:43:33,18:40:00,18:43:23
6001,67891,5003,50,0,67620.0,67834,1127,9,4.0352,4.1346,91.314509,-122.60407333333332,45.64419166666666,2,4,18:51:31,18:47:00,18:50:34
6001,68340,5003,50,0,67620.0,68312,1102,8,5.3363,5.4538,60.574442,-122.58655,45.65316333333333,2,2,18:59:00,18:47:00,18:58:32
6001,67628,5003,50,0,67620.0,67598,1124,10,3.2057,3.2827,79.905706,-122.620645,45.64006166666667,2,2,18:47:08,18:47:00,18:46:38
6001,67165,5003,50,0,67620.0,67150,1118,9,1.4913,1.5466,69.51008,-122.65417833333332,45.635556666666666,2,2,18:39:25,18:47:00,18:39:10
6001,67352,5003,50,0,67620.0,67332,1121,9,1.9517,2.0282,11.392937,-122.64600166666666,45.63829333333334,2,2,18:42:32,18:47:00,18:42:12
6001,67751,5003,50,0,67620.0,67737,1126,8,3.676,3.7686,63.147812,-122.61132666666668,45.642516666666666,2,2,18:49:11,18:47:00,18:48:57
6001,68026,5003,50,0,67740.0,68000,1128,9,4.2757,4.3794,82.462686,-122.59918333333331,45.64496,2,4,18:53:46,18:49:00,18:53:20
6001,68234,5003,50,0,67740.0,68217,1130,8,5.0431,5.1561,27.994915,-122.58519,45.65005666666666,2,2,18:57:14,18:49:00,18:56:57
6001,68461,5003,50,0,68160.0,68461,1095,0,5.7899,6.0031,89.326889,-122.584365,45.65629,2,6,19:01:01,18:56:00,19:01:01
