vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
2288,34043,8001,7,1,,34043,161,2,1.1178,1.1023,130.360739,-122.54057833333331,45.780881666666666,2,2,09:27:23,,09:27:23
2288,35027,8001,7,1,,35027,148,3,8.0561,8.1338,107.76334,-122.55287166666666,45.69983333333333,2,2,09:43:47,,09:43:47
2288,35065,8001,7,1,,35065,149,3,8.4805,8.578,36.365159,-122.55291333333334,45.69300333333333,2,2,09:44:25,,09:44:25
2288,35423,8001,7,1,,35423,353,3,11.094,11.2617,154.547228,-122.56857666666669,45.66187166666667,2,2,09:50:23,,09:50:23
2288,33855,8001,7,1,33840.0,33855,867,2,0.0,0.0,6.287717,-122.527,45.77596666666667,2,5,09:24:15,09:24:00,09:24:15
2288,34407,8001,7,1,33840.0,34407,870,2,2.2264,2.2363,104.293349,-122.558295,45.777256666666666,2,2,09:33:27,09:24:00,09:33:27
2288,35125,8001,7,1,33840.0,35125,151,3,9.0049,9.113,74.564895,-122.55266833333332,45.685145,2,2,09:45:25,09:24:00,09:45:25
2288,35412,8001,7,1,33840.0,35412,773,3,10.9858,11.1505,91.911374,-122.56688333333334,45.66269333333334,2,2,09:50:12,09:24:00,09:50:12
2288,35557,8001,7,1,36000.0,35557,1095,0,12.0167,12.2354,207.010712,-122.58483666666666,45.65607,2,6,09:52:37,10:00:00,09:52:37
2288,34382,8001,7,1,34380.0,34199,165,2,2.0058,2.0468,26.542948,-122.55839166666668,45.779788333333336,2,4,09:33:02,09:33:00,09:29:59
2288,34783,8001,7,1,34380.0,34783,155,3,6.0248,6.0938,100.305762,-122.55251,45.728805,2,2,09:39:43,09:33:00,09:39:43
2288,34987,8001,7,1,34980.0,34957,146,3,7.5888,7.7149,69.246169,-122.55292666666666,45.70541166666667,2,4,09:43:07,09:43:00,09:42:37
2288,35089,8001,7,1,34980.0,35089,820,3,8.6781,8.7881,116.222287,-122.55279333333333,45.68973166666667,2,2,09:44:49,09:43:00,09:44:49
2288,35328,8001,7,1,34980.0,35328,839,3,10.439,10.5826,63.000892,-122.55657,45.666376666666665,2,2,09:48:48,09:43:00,09:48:48
2288,35387,8001,7,1,34980.0,35387,357,3,10.7485,10.8989,27.971122,-122.562655,45.66448,2,2,09:49:47,09:43:00,09:49:47
2288,33892,8001,7,1,34980.0,33892,1001,2,0.2057,0.174,134.527095,-122.53029,45.775415,2,2,09:24:52,09:43:00,09:24:52
2288,35103,8001,7,1,34980.0,35103,150,3,8.7825,8.903,113.349558,-122.55271333333332,45.68869166666666,2,2,09:45:03,09:43:00,09:45:03
2288,35207,8001,7,1,34980.0,35207,152,3,9.2802,9.3827,40.460712,-122.552665,45.68132833333333,2,2,09:46:47,09:43:00,09:46:47
2288,35335,8001,7,1,34980.0,35335,732,3,10.4968,10.6665,22.59452,-122.55834666666668,45.66594,2,2,09:48:55,09:43:00,09:48:55
2288,33956,8001,7,1,34980.0,33956,1002,2,0.6015,0.5437,140.100205,-122.53731166666668,45.77526666666667,2,2,09:25:56,09:43:00,09:25:56
2288,35285,8001,7,1,34980.0,35285,1041,3,10.0612,10.1613,197.297669,-122.55267666666668,45.669625,2,2,09:48:05,09:43:00,09:48:05
2288,35496,8001,7,1,34980.0,35496,112,3,11.6588,11.8023,269.826246,-122.57864833333332,45.658285,2,2,09:51:36,09:43:00,09:51:36
2288,34074,8001,7,1,34980.0,34074,158,2,1.3266,1.3161,87.866477,-122.54482666666668,45.78082,2,2,09:27:54,09:43:00,09:27:54
2288,34143,8001,7,1,34980.0,34143,510,2,1.6746,1.6497,254.167156,-122.55237166666667,45.780746666666666,2,2,09:29:03,09:43:00,09:29:03
2288,35226,8001,7,1,34980.0,35226,817,3,9.4647,9.5772,23.402864,-122.552665,45.678555,2,2,09:47:06,09:43:00,09:47:06
2288,34151,8001,7,1,34980.0,34151,983,2,1.7461,1.7467,44.34921,-122.55324833333331,45.78073666666667,2,2,09:29:11,09:43:00,09:29:11
2288,34519,8001,7,1,34980.0,34501,1010,3,2.9434,2.9888,48.517845,-122.55157666666666,45.769775,2,2,09:35:19,09:43:00,09:35:01
2288,33994,8001,7,1,34980.0,33994,1003,2,0.8811,0.8575,108.857026,-122.53731333333332,45.779525,2,2,09:26:34,09:43:00,09:26:34
