vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6001,78071,5002,50,0,,78051,1123,6,2.5911,2.6756,13.873473,-122.632635,45.63738166666667,2,2,21:41:11,,21:40:51
6001,78234,5002,50,0,,78218,1125,7,3.4436,3.5424,18.083333,-122.61590166666667,45.64133666666667,2,2,21:43:54,,21:43:38
6001,78596,5002,50,0,,78581,1130,2,5.0424,5.1561,68.692861,-122.58507333333333,45.65013166666667,2,2,21:49:56,,21:49:41
6001,78690,5002,50,0,,78659,1102,2,5.3351,5.4538,79.707861,-122.586595,45.653205,2,2,21:51:30,,21:50:59
6001,78816,5002,50,0,78660.0,78816,1095,0,5.7862,6.0031,86.665411,-122.58435,45.656295,2,6,21:53:36,21:51:00,21:53:36
6001,77852,5002,50,0,77700.0,77837,1119,8,1.7032,1.7597,105.425345,-122.65039,45.63725166666666,2,4,21:37:32,21:35:00,21:37:17
6001,77922,5002,50,0,77700.0,77908,1121,9,1.9499,2.0282,13.291266,-122.64599833333334,45.63830333333333,2,2,21:38:42,21:35:00,21:38:28
6001,77251,5002,50,0,77100.0,77251,1017,7,0.0,0.0,7.746297,-122.67203166666668,45.626646666666666,2,5,21:27:31,21:25:00,21:27:31
6001,77798,5002,50,0,77100.0,77783,1118,8,1.49,1.5466,67.210396,-122.65419666666666,45.635558333333336,2,2,21:36:38,21:25:00,21:36:23
6001,78284,5002,50,0,77100.0,78270,1126,5,3.6742,3.7686,40.671601,-122.61142,45.642496666666666,2,2,21:44:44,21:25:00,21:44:30
6001,77539,5002,50,0,77100.0,77526,1116,8,0.5145,0.5381,90.209788,-122.67043666666666,45.63296666666667,2,2,21:32:19,21:25:00,21:32:06
6001,78177,5002,50,0,77100.0,78156,1124,8,3.2032,3.2827,86.623925,-122.62063166666668,45.64009,2,2,21:42:57,21:25:00,21:42:36
6001,78370,5002,50,0,78180.0,78370,1127,5,4.0768,4.1346,108.571419,-122.60401166666666,45.64421,2,4,21:46:10,21:43:00,21:46:10
6001,78428,5002,50,0,78300.0,78409,1128,3,4.275,4.3794,57.092241,-122.59928833333332,45.644945,2,4,21:47:08,21:45:00,21:46:49
6001,77403,5002,50,0,78300.0,77385,1115,7,0.366,0.3971,90.986099,-122.67046833333332,45.630935,2,2,21:30:03,21:45:00,21:29:45
6001,77684,5002,50,0,78300.0,77667,1117,8,1.157,1.2142,33.800397,-122.65982,45.633588333333336,2,2,21:34:44,21:45:00,21:34:27
