vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
4037,35288,7101,71,1,,35288,105,5,4.0576,4.083,83.166728,-122.670045,45.64316,2,2,09:48:08,,09:48:08
4037,34861,7101,71,1,34920.0,34861,256,4,1.784,1.7647,121.895941,-122.66274,45.67570666666667,2,4,09:41:01,09:42:00,09:41:01
4037,34936,7101,71,1,34920.0,34936,263,4,2.2916,2.2811,209.967577,-122.66413833333333,45.66804666666667,2,2,09:42:16,09:42:00,09:42:16
4037,35246,7101,71,1,35340.0,35185,272,5,3.8096,3.8544,24.544435,-122.66876166666668,45.646035,2,4,09:47:26,09:49:00,09:46:25
4037,35476,7101,71,1,35340.0,35456,108,4,4.5814,4.6522,48.231737,-122.67047,45.63521166666666,2,2,09:51:16,09:49:00,09:50:56
4037,36068,7101,71,1,35340.0,36049,906,4,5.8142,5.926,0.571611,-122.6705,45.62625166666667,2,2,10:01:08,09:49:00,10:00:49
4037,34694,7101,71,1,35340.0,34694,536,4,0.6966,0.6723,54.502127,-122.65776333333334,45.69125833333333,2,2,09:38:14,09:49:00,09:38:14
4037,34754,7101,71,1,35340.0,34754,542,4,1.1657,1.1589,110.880219,-122.66091333333334,45.685028333333335,2,2,09:39:14,09:49:00,09:39:14
4037,35711,7101,71,1,35340.0,35604,14,3,4.9803,5.066,20.260072,-122.67275833333332,45.630806666666665,2,2,09:55:11,09:49:00,09:53:24
4037,34773,7101,71,1,35340.0,34773,762,4,1.3484,1.3422,86.451797,-122.66149666666666,45.682341666666666,2,2,09:39:33,09:49:00,09:39:33
4037,34987,7101,71,1,35340.0,34987,267,4,2.7483,2.7228,139.222019,-122.66529333333334,45.66189666666666,2,2,09:43:07,09:49:00,09:43:07
4037,35884,7101,71,1,35340.0,35884,1200,3,5.4898,5.5221,278.793951,-122.67593166666668,45.62576833333333,2,2,09:58:04,09:49:00,09:58:04
4037,34951,7101,71,1,35340.0,34951,265,4,2.3767,2.3799,68.3643,-122.66435166666666,45.66701166666667,2,2,09:42:31,09:49:00,09:42:31
4037,36017,7101,71,1,35340.0,36017,764,3,5.7309,5.8024,143.103214,-122.67183666666666,45.62569833333333,2,2,10:00:17,09:49:00,10:00:17
4037,34531,7101,71,1,34500.0,34531,877,4,0.0,0.0,265.736212,-122.66346166666666,45.69095166666666,2,5,09:35:31,09:35:00,09:35:31
4037,34789,7101,71,1,34500.0,34789,543,4,1.49,1.4882,121.502192,-122.66199,45.67968,2,2,09:39:49,09:35:00,09:39:49
4037,35085,7101,71,1,34500.0,35085,696,4,3.4641,3.4815,63.317144,-122.66738333333332,45.651228333333336,2,2,09:44:45,09:35:00,09:44:45
4037,35146,7101,71,1,34500.0,35146,269,4,3.5971,3.6207,39.107478,-122.66784,45.649303333333336,2,2,09:45:46,09:35:00,09:45:46
4037,36119,7101,71,1,36000.0,36119,908,4,5.9751,6.0988,30.397669,-122.67050833333332,45.62857833333333,2,6,10:01:59,10:00:00,10:01:59
4037,35162,7101,71,1,36000.0,35162,271,4,3.7028,3.7288,25.474965,-122.66819833333334,45.647945,2,2,09:46:02,10:00:00,09:46:02
4037,34737,7101,71,1,36000.0,34737,539,4,1.0215,0.9985,71.522968,-122.66019666666666,45.68680333333333,2,2,09:38:57,10:00:00,09:38:57
4037,34879,7101,71,1,36000.0,34879,259,4,1.9269,1.9219,53.650975,-122.663075,45.673925,2,2,09:41:19,10:00:00,09:41:19
4037,34896,7101,71,1,36000.0,34896,261,4,2.071,2.0692,46.660933,-122.66352166666668,45.671535,2,2,09:41:36,10:00:00,09:41:36
4037,35061,7101,71,1,36000.0,35061,268,4,3.2796,3.2833,85.630892,-122.66679333333332,45.65398833333333,2,2,09:44:21,10:00:00,09:44:21
