vehicle_number,leave_time,train,route_number,direction,stop_time,arrive_time,location_id,estimated_load,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status,leave,stop,arrive
6007,77574,5002,50,0,,77559,1118,0,1.4925,1.5466,103.305294,-122.65407333333332,45.635615,2,2,21:32:54,,21:32:39
6007,77832,5002,50,0,,77819,1123,0,2.5955,2.6756,15.915036,-122.63260333333334,45.637365,2,2,21:37:12,,21:36:59
6007,77472,5002,50,0,,77457,1117,0,1.1595,1.2142,33.440694,-122.65982833333334,45.63361,2,2,21:31:12,,21:30:57
6007,77940,5002,50,0,,77914,1124,0,3.2081,3.2827,85.441914,-122.62061666666666,45.64004333333333,2,2,21:39:00,,21:38:34
6007,77998,5002,50,0,,77983,1125,0,3.4492,3.5424,77.298932,-122.61565,45.641378333333336,2,2,21:39:58,,21:39:43
6007,78170,5002,50,0,78300.0,78155,1128,0,4.2806,4.3794,51.475003,-122.599285,45.644915,2,4,21:42:50,21:45:00,21:42:35
6007,78302,5002,50,0,78300.0,78287,1130,0,5.0493,5.1561,27.259829,-122.58519166666666,45.650055,2,2,21:45:02,21:45:00,21:44:47
6007,77100,5002,50,0,77100.0,77100,1017,1,0.0,0.0,7.825221,-122.67200833333334,45.62665833333333,2,5,21:25:00,21:25:00,21:25:00
6007,77331,5002,50,0,77100.0,77320,1116,0,0.5157,0.5381,93.820881,-122.67039833333334,45.63297833333333,2,2,21:28:51,21:25:00,21:28:40
6007,78233,5002,50,0,77100.0,78218,1129,0,4.623,4.7293,73.606255,-122.59264333333331,45.64700333333333,2,2,21:43:53,21:25:00,21:43:38
6007,77626,5002,50,0,77700.0,77612,1119,0,1.7057,1.7597,72.440915,-122.65048333333333,45.63718833333333,2,4,21:33:46,21:35:00,21:33:32
6007,77702,5002,50,0,77700.0,77691,1121,0,1.9536,2.0282,8.87806,-122.64598166666669,45.63829666666667,2,2,21:35:02,21:35:00,21:34:51
6007,77752,5002,50,0,77820.0,77743,1122,0,2.1823,2.2506,45.69985,-122.64122666666668,45.63789333333333,2,4,21:35:52,21:37:00,21:35:43
6007,78115,5002,50,0,78180.0,78100,1127,0,4.0389,4.1346,47.899802,-122.60422333333334,45.64412166666666,2,4,21:41:55,21:43:00,21:41:40
6007,78047,5002,50,0,78180.0,78033,1126,0,3.6798,3.7686,24.755857,-122.61144166666666,45.64245,2,2,21:40:47,21:43:00,21:40:33
6007,78421,5002,50,0,78180.0,78404,1102,0,5.3419,5.4538,51.40436,-122.58653666666666,45.65313833333333,2,2,21:47:01,21:43:00,21:46:44
